annotation_id,taxonomy,query,reference_primary,model_primary,reference_acceptable,model_acceptable,reference_clarification,model_clarification,model_clarification_reasons,model_brief_justification,disagreement_flags,disagreement_score
ANN_B2_120,T3,Where should I interchange betwin Broadway and Poonamallee,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The commuter explicitly asks for the transfer location ('Where should I interchange') between Broadway and Poonamallee, directly targeting line transfer / interchange guidance (interchange_transfer). Because the request is situated between an origin and destination corridor, point_to_point_route is also an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_127,T3,Green line metro halts from anna nagar to St Thomas Mount?,route_stop_sequence,route_stop_sequence,route_stop_sequence,point_to_point_route|route_stop_sequence,False,False,,"The commuter specifically asks for the 'halts' (stations) along the Green Line metro from Anna Nagar to St Thomas Mount, which directly requests the ordered sequence or list of stops along that route segment (route_stop_sequence). Because an origin-destination corridor is specified, point_to_point_route is included as an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_130,T3,Is Tambaram station open right now?,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The commuter asks whether Tambaram station is open, which relates to station opening and closing service operating limits (first_and_last_service). Under Section 3.6, temporal phrases like 'right now' alone do not denote realtime tracking unless dynamic tracking (GPS, live delays/disruptions, or crowding) is explicitly requested; however, realtime_status_query is included as an acceptable secondary interpretation for current live operational status.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_134,T3,bl ln liv stts trckr me bh khn phnch h,realtime_status_query,realtime_status_query,realtime_status_query,realtime_status_query,False,True,missing_slot,"The user inquiry ('bl ln liv stts trckr me bh khn phnch h' -> 'where has it reached right now in the Blue Line live status tracker') directly seeks current-state dynamic tracking, which maps to realtime_status_query. Clarification is required due to a missing slot (the travel direction or specific train/vehicle run is unspecified).",clarification_mismatch,1
ANN_B2_138,T3,Tambaram से next train kab hai?,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The commuter is inquiring about the departure timing of the next scheduled train service departing from Tambaram ('Tambaram से next train kab hai?'), which falls under scheduled_departure. As the destination or travel direction is omitted, clarification is needed due to a missing slot.",acceptable_set_mismatch,1
ANN_B2_140,T3,kymbd s lndr ka rt kya h,point_to_point_route,,point_to_point_route,fare_calculation|point_to_point_route,False,True,intent_ambiguity,"The romanized text 'kymbd s lndr ka rt kya h' translates to 'Koyambedu se Alandur ka rt kya hai'. The vowel-omitted abbreviation 'rt' is genuinely ambiguous between 'route' (journey planning under point_to_point_route) and 'rate' (ticket cost under fare_calculation), with neither interpretation prevailing.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_147,T3,Perungalathur से next train kab hai?,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The user is inquiring about the timing of the next train departure from Perungalathur ('next train kab hai?'), which corresponds to scheduled_departure (next timetable run). The semantic intent is clear, but the destination station/direction slot is missing.",acceptable_set_mismatch,1
ANN_B2_148,T3,Anna University metro se kaise pahuchein?,point_to_point_route,point_to_point_route,point_to_point_route,point_to_point_route,False,True,missing_slot,"The user is seeking route directions to reach Anna University using the metro ('metro se kaise pahuchein'), which directly expresses a point_to_point_route intent. While the mode and destination are specified, the origin location is missing.",clarification_mismatch,1
ANN_B2_149,T3,is adyr stn open rght now,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The user is inquiring whether Adyar station is currently open ('is adyr stn open rght now'). Under T3, inquiries regarding station opening, closing, or operating service limits belong to 'first_and_last_service'. Per Boundary Rule 3.6, temporal phrases alone ('rght now') do not imply a realtime status query unless dynamic tracking of active delays, disruptions, crowding, or live GPS is explicitly demanded. However, 'realtime_status_query' is recognized as a valid secondary label if the user intended to verify unscheduled operational disruptions.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_150,T3,Where should I interchange between Perambur and Guindy?,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The user explicitly inquires about the transfer/connection point ('Where should I interchange') for travel between Perambur and Guindy, which directly targets transfer logistics (interchange_transfer). Because it involves routing between two endpoints, point_to_point_route is a plausible secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_152,T3,कोयम्बेडु पर bus कितनी कितनी देर में आती ह?ै,service_frequency,service_frequency,service_frequency,service_frequency,False,True,missing_slot,"The Hindi phrase 'कितनी कितनी देर में आती है' specifically queries headway and dispatch intervals (recurrence/frequency) at Koyambedu, mapping unambiguously to service_frequency. However, the query omits the specific bus route or destination, necessitating clarification for missing slots.",clarification_mismatch,1
ANN_B2_154,T3,कहाँ से वेलाचेरी जाऊं?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route,point_to_point_route,True,True,missing_slot,"The commuter is seeking transit directions to destination Velachery ('कहाँ से वेलाचेरी जाऊं?' / 'From where should I go to Velachery?'). The routing intent is unambiguously point_to_point_route, but the origin location is missing, representing an execution gap (missing_slot).",acceptable_set_mismatch,1
ANN_B2_156,T3,Koyambedu bus schedule or route?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The query presents an explicit disjunction ('or') between seeking bus timetable departure timings ('schedule') and transit journey planning directions ('route') for Koyambedu. Neither interpretation can be privileged without commuter clarification, creating genuine intent ambiguity between scheduled_departure and point_to_point_route.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_159,T3,vadapalani bus schedule or route,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The commuter query explicitly offers two alternative transit intents ('schedule or route') connected by a disjunction, making it genuinely ambiguous whether the user seeks timetable departure schedules (scheduled_departure) or journey route planning (point_to_point_route). Under Sections 4.1 and 4.2 of the Gate B.3 T3 Guidelines, genuine semantic ambiguity between alternative interpretations requires primary_label to be set to null, all plausible candidate classes included in acceptable_labels, and clarification_required set to true with reason 'intent_ambiguity'.",primary_mismatch|acceptable_set_mismatch,2
